Timestamp,participant_id,study,section,trial_type,rt,base,option1,option2,left_image,right_image,choice_index,,chosen_image,is_option1,is_option2,age,gender,feedback
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,consent,html-button-response,1644,,,,,,,,,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,intro,html-button-response,8186,,,,,,,,,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,demographics,survey-html-form,11733,,,,,,,,,,,20,m,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,4423,turm.jpg,turm1.jpg,turm2.jpg,turm1.jpg,turm2.jpg,,,turm2.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,3305,weg.jpg,weg0.jpg,weg3.jpg,weg0.jpg,weg3.jpg,,,weg3.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,3141,hütte.jpg,hütte0.jpg,hütte3.jpg,hütte0.jpg,hütte3.jpg,,,hütte3.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,2150,baum.jpg,baum1.jpg,baum3.jpg,baum3.jpg,baum1.jpg,,,baum1.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,2845,berge.jpg,berge0.jpg,berge2.jpg,berge2.jpg,berge0.jpg,,,berge0.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,2947,schnee.jpg,schnee2.jpg,schnee3.jpg,schnee2.jpg,schnee3.jpg,,,schnee2.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,4134,bahn.jpg,bahn2.jpg,bahn3.jpg,bahn3.jpg,bahn2.jpg,,,bahn2.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,1387,hütte.jpg,hütte0.jpg,hütte1.jpg,hütte1.jpg,hütte0.jpg,,,hütte1.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,1394,weg.jpg,weg0.jpg,weg1.jpg,weg1.jpg,weg0.jpg,,,weg1.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,9091,haus.jpg,haus1.jpg,haus3.jpg,haus3.jpg,haus1.jpg,,,haus1.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,6024,bahn.jpg,bahn0.jpg,bahn1.jpg,bahn0.jpg,bahn1.jpg,,,bahn1.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,2950,baum.jpg,baum2.jpg,baum3.jpg,baum2.jpg,baum3.jpg,,,baum2.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,4340,bahn.jpg,bahn0.jpg,bahn3.jpg,bahn3.jpg,bahn0.jpg,,,bahn0.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,1779,haus.jpg,haus0.jpg,haus2.jpg,haus0.jpg,haus2.jpg,,,haus2.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,1489,baum.jpg,baum0.jpg,baum3.jpg,baum0.jpg,baum3.jpg,,,baum3.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,2407,bäume.jpg,bäume0.jpg,bäume1.jpg,bäume0.jpg,bäume1.jpg,,,bäume1.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,10359,bäume.jpg,bäume1.jpg,bäume2.jpg,bäume2.jpg,bäume1.jpg,,,bäume2.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,913,berge.jpg,berge0.jpg,berge1.jpg,berge1.jpg,berge0.jpg,,,berge1.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,2687,haus.jpg,haus2.jpg,haus3.jpg,haus3.jpg,haus2.jpg,,,haus2.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,2467,schnee.jpg,schnee1.jpg,schnee3.jpg,schnee1.jpg,schnee3.jpg,,,schnee3.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,4503,berg.jpg,berg0.jpg,berg2.jpg,berg2.jpg,berg0.jpg,,,berg2.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,2519,haus.jpg,haus0.jpg,haus1.jpg,haus0.jpg,haus1.jpg,,,haus1.jpg,,,,,
2025-10-21T09:01:01.397Z,76180382-df82-47d0-bd59-1d6193972ee5,image_pairs_bilingual_v1,trial,html-button-response,2255,hütte.jpg,hütte2.jpg,hütte3.jpg,hütte2.jpg,hütte3.jpg,,,hütte3.jpg,,,,,
